PolicyID,Name,DOB,PolicyNumber,InsuranceType,IssueDate,ExpiryDate,PremiumAmount,AccountNumber,IFSCCode,GSTNumber,FamilyID,NomineeName,Details
INS-193002,Katherine Dickerson,2006-08-23,8537729,Health,2024-10-14,2027-06-10,5760.37,TCAC30545442656043,GWNE09235,61AND S3167Z7,FID-1005,Kimberly Wilson,"Katherine Dickerson holds a Health insurance with policy number 8537729. It was issued on 2024-10-14 and is valid till 2027-06-10. The premium is ₹5760.37. Family ID: FID-1005. Nominee: Kimberly Wilson. IFSC: GWNE09235, GST: 61AND S3167Z7."
INS-316812,Juan Thomas,1982-10-17,6540131,Home,2024-04-14,2029-01-16,4600.38,AEKR26030473045901,VLPZ08455,59GROUP8488Z4,FID-1041,Juan Thomas,"Juan Thomas holds a Home insurance with policy number 6540131. It was issued on 2024-04-14 and is valid till 2029-01-16. The premium is ₹4600.38. Family ID: FID-1041. Nominee: Juan Thomas. IFSC: VLPZ08455, GST: 59GROUP8488Z4."
INS-714897,Jacob Baldwin,1960-09-11,7694075,Life,2023-08-02,2028-05-15,20225.32,VBEF63052805282745,MIIO09408,25PLC3969Z4,FID-1021,Katie Diaz,"Jacob Baldwin holds a Life insurance with policy number 7694075. It was issued on 2023-08-02 and is valid till 2028-05-15. The premium is ₹20225.32. Family ID: FID-1021. Nominee: Katie Diaz. IFSC: MIIO09408, GST: 25PLC3969Z4."
INS-145499,Kristen Washington,1975-07-08,4716863,Health,2024-11-19,2026-12-19,9514.24,QCOM59319457328932,ZHUS05074,97INC8696Z4,FID-1028,Matthew Wilson,"Kristen Washington holds a Health insurance with policy number 4716863. It was issued on 2024-11-19 and is valid till 2026-12-19. The premium is ₹9514.24. Family ID: FID-1028. Nominee: Matthew Wilson. IFSC: ZHUS05074, GST: 97INC8696Z4."
INS-918613,James Fox,1978-05-06,6244845,Life,2021-09-01,2025-08-03,20339.08,QZCS97500963191986,TYRH09646,74PLC5839Z2,FID-1044,Andrew White,"James Fox holds a Life insurance with policy number 6244845. It was issued on 2021-09-01 and is valid till 2025-08-03. The premium is ₹20339.08. Family ID: FID-1044. Nominee: Andrew White. IFSC: TYRH09646, GST: 74PLC5839Z2."
INS-711292,Janet Stevenson,1976-08-08,9283822,Vehicle,2022-09-04,2025-01-24,12917.47,LSAG51076150367705,UOGG03584,51LLC6619Z3,FID-1004,John Cox,"Janet Stevenson holds a Vehicle insurance with policy number 9283822. It was issued on 2022-09-04 and is valid till 2025-01-24. The premium is ₹12917.47. Family ID: FID-1004. Nominee: John Cox. IFSC: UOGG03584, GST: 51LLC6619Z3."
INS-623458,Tammy George,1963-07-23,5512016,Travel,2024-11-04,2028-01-20,32645.4,PUMT65785352365528,PRWR08325,10PLC5287Z3,FID-1033,Natalie Andrews,"Tammy George holds a Travel insurance with policy number 5512016. It was issued on 2024-11-04 and is valid till 2028-01-20. The premium is ₹32645.4. Family ID: FID-1033. Nominee: Natalie Andrews. IFSC: PRWR08325, GST: 10PLC5287Z3."
INS-142328,Sarah Rodriguez,1960-11-18,5323590,Travel,2025-01-28,2029-05-01,28358.63,VTVI43276223089644,IZYE07685,64INC5056Z1,FID-1048,Sarah Rodriguez,"Sarah Rodriguez holds a Travel insurance with policy number 5323590. It was issued on 2025-01-28 and is valid till 2029-05-01. The premium is ₹28358.63. Family ID: FID-1048. Nominee: Sarah Rodriguez. IFSC: IZYE07685, GST: 64INC5056Z1."
INS-533469,Stacy Simpson,1968-07-17,5287685,Home,2021-05-09,2023-04-25,27428.21,QZCV46239717160857,JNNY03238,94PLC9062Z5,FID-1027,Roger Morrison,"Stacy Simpson holds a Home insurance with policy number 5287685. It was issued on 2021-05-09 and is valid till 2023-04-25. The premium is ₹27428.21. Family ID: FID-1027. Nominee: Roger Morrison. IFSC: JNNY03238, GST: 94PLC9062Z5."
INS-635342,Krystal Mullen,1987-08-20,8270271,Home,2022-07-25,2026-11-10,4196.12,CJDI06720320438299,WSJD06115,76GROUP9560Z2,FID-1048,Eddie Parsons,"Krystal Mullen holds a Home insurance with policy number 8270271. It was issued on 2022-07-25 and is valid till 2026-11-10. The premium is ₹4196.12. Family ID: FID-1048. Nominee: Eddie Parsons. IFSC: WSJD06115, GST: 76GROUP9560Z2."
INS-751216,Brandon Parker,1991-03-13,3775493,Health,2024-12-26,2026-01-20,25511.84,XBWZ51721374224416,OJFQ04701,16INC6571Z5,FID-1044,Robert Reid,"Brandon Parker holds a Health insurance with policy number 3775493. It was issued on 2024-12-26 and is valid till 2026-01-20. The premium is ₹25511.84. Family ID: FID-1044. Nominee: Robert Reid. IFSC: OJFQ04701, GST: 16INC6571Z5."
INS-867188,Matthew Nelson,1968-12-12,9291791,Life,2024-11-23,2029-09-14,5698.94,ZWUS67884833437141,XEPN09461,59GROUP7134Z5,FID-1036,Kevin Nielsen,"Matthew Nelson holds a Life insurance with policy number 9291791. It was issued on 2024-11-23 and is valid till 2029-09-14. The premium is ₹5698.94. Family ID: FID-1036. Nominee: Kevin Nielsen. IFSC: XEPN09461, GST: 59GROUP7134Z5."
INS-462855,Samuel Fletcher,1990-02-26,4024525,Home,2022-05-10,2027-01-18,31326.03,ROHH54998812493466,HGCV08571,45AND S9192Z1,FID-1020,Robert Steele,"Samuel Fletcher holds a Home insurance with policy number 4024525. It was issued on 2022-05-10 and is valid till 2027-01-18. The premium is ₹31326.03. Family ID: FID-1020. Nominee: Robert Steele. IFSC: HGCV08571, GST: 45AND S9192Z1."
INS-215443,Terry Dyer,1988-01-26,4779956,Life,2024-02-03,2025-10-30,24444.61,CFBN79158403653860,YLNU05359,40PLC4744Z7,FID-1035,Ryan Daniels,"Terry Dyer holds a Life insurance with policy number 4779956. It was issued on 2024-02-03 and is valid till 2025-10-30. The premium is ₹24444.61. Family ID: FID-1035. Nominee: Ryan Daniels. IFSC: YLNU05359, GST: 40PLC4744Z7."
INS-740233,David Ortiz,1979-06-09,6056065,Health,2025-05-12,2029-05-07,45987.63,RRNJ53937878584623,BOIH08468,42LTD4890Z6,FID-1008,David Ortiz,"David Ortiz holds a Health insurance with policy number 6056065. It was issued on 2025-05-12 and is valid till 2029-05-07. The premium is ₹45987.63. Family ID: FID-1008. Nominee: David Ortiz. IFSC: BOIH08468, GST: 42LTD4890Z6."
INS-940881,Mrs. Tina Schaefer,1963-05-20,5824509,Home,2021-03-20,2025-08-14,32660.6,MABW32739898791055,RUUT01255,47GROUP3509Z9,FID-1011,Elizabeth Pratt DDS,"Mrs. Tina Schaefer holds a Home insurance with policy number 5824509. It was issued on 2021-03-20 and is valid till 2025-08-14. The premium is ₹32660.6. Family ID: FID-1011. Nominee: Elizabeth Pratt DDS. IFSC: RUUT01255, GST: 47GROUP3509Z9."
INS-251548,Ryan Daniels,1985-02-08,9537987,Life,2021-08-26,2023-10-18,9345.18,DVJY76319290812269,DYUY02566,80LTD5525Z1,FID-1035,Courtney Barker,"Ryan Daniels holds a Life insurance with policy number 9537987. It was issued on 2021-08-26 and is valid till 2023-10-18. The premium is ₹9345.18. Family ID: FID-1035. Nominee: Courtney Barker. IFSC: DYUY02566, GST: 80LTD5525Z1."
INS-981842,Antonio Frazier,1994-05-22,7016563,Home,2024-07-01,2028-10-20,22507.31,FNHI91789251246784,QZYP06298,28GROUP9991Z1,FID-1005,Deborah Gonzalez,"Antonio Frazier holds a Home insurance with policy number 7016563. It was issued on 2024-07-01 and is valid till 2028-10-20. The premium is ₹22507.31. Family ID: FID-1005. Nominee: Deborah Gonzalez. IFSC: QZYP06298, GST: 28GROUP9991Z1."
INS-965065,Nicole Evans,1964-11-03,2705561,Travel,2022-09-02,2024-01-02,32714.55,TPAL94124283754986,CGBF09106,33INC5262Z8,FID-1024,Mallory Parker,"Nicole Evans holds a Travel insurance with policy number 2705561. It was issued on 2022-09-02 and is valid till 2024-01-02. The premium is ₹32714.55. Family ID: FID-1024. Nominee: Mallory Parker. IFSC: CGBF09106, GST: 33INC5262Z8."
INS-160765,Krystal Mullen,1987-08-20,4292552,Vehicle,2025-01-13,2026-12-23,12658.64,XOYO83718769139026,IZJS01919,24GROUP8663Z4,FID-1048,Alexis Taylor,"Krystal Mullen holds a Vehicle insurance with policy number 4292552. It was issued on 2025-01-13 and is valid till 2026-12-23. The premium is ₹12658.64. Family ID: FID-1048. Nominee: Alexis Taylor. IFSC: IZJS01919, GST: 24GROUP8663Z4."
INS-956387,Elizabeth Long,1979-03-16,3851839,Vehicle,2020-12-21,2023-08-21,38437.6,ZXYB02950220086194,XCJW02406,69LLC4119Z3,FID-1026,Joshua Barnett,"Elizabeth Long holds a Vehicle insurance with policy number 3851839. It was issued on 2020-12-21 and is valid till 2023-08-21. The premium is ₹38437.6. Family ID: FID-1026. Nominee: Joshua Barnett. IFSC: XCJW02406, GST: 69LLC4119Z3."
INS-445851,Nicole Evans,1964-11-03,3950689,Home,2024-05-15,2026-03-11,21471.8,NLQI13540378469605,RIJQ09019,93LTD2924Z9,FID-1024,Paul Hamilton,"Nicole Evans holds a Home insurance with policy number 3950689. It was issued on 2024-05-15 and is valid till 2026-03-11. The premium is ₹21471.8. Family ID: FID-1024. Nominee: Paul Hamilton. IFSC: RIJQ09019, GST: 93LTD2924Z9."
INS-948819,Scott Smith,1990-05-14,1252946,Life,2023-08-29,2025-05-06,42755.45,KHIB18946493502616,WESM03294,10INC6216Z5,FID-1049,Michelle Flores,"Scott Smith holds a Life insurance with policy number 1252946. It was issued on 2023-08-29 and is valid till 2025-05-06. The premium is ₹42755.45. Family ID: FID-1049. Nominee: Michelle Flores. IFSC: WESM03294, GST: 10INC6216Z5."
INS-385790,Paul Patton,1989-05-04,4683995,Life,2023-06-21,2028-01-20,8995.85,FYBB08088858893404,DLBJ08851,35AND S3715Z2,FID-1017,Paul Patton,"Paul Patton holds a Life insurance with policy number 4683995. It was issued on 2023-06-21 and is valid till 2028-01-20. The premium is ₹8995.85. Family ID: FID-1017. Nominee: Paul Patton. IFSC: DLBJ08851, GST: 35AND S3715Z2."
INS-277247,Joel Jones,1991-01-16,1938626,Health,2020-08-20,2025-03-23,17234.13,OMCT15335971484087,BJGS01609,62GROUP6282Z3,FID-1034,Jaime Cook,"Joel Jones holds a Health insurance with policy number 1938626. It was issued on 2020-08-20 and is valid till 2025-03-23. The premium is ₹17234.13. Family ID: FID-1034. Nominee: Jaime Cook. IFSC: BJGS01609, GST: 62GROUP6282Z3."
INS-820883,Casey Miller,1997-04-30,7130134,Travel,2021-11-14,2026-07-12,47385.54,KPAG20881497460219,NETT05032,73GROUP4948Z8,FID-1018,Michelle Reyes,"Casey Miller holds a Travel insurance with policy number 7130134. It was issued on 2021-11-14 and is valid till 2026-07-12. The premium is ₹47385.54. Family ID: FID-1018. Nominee: Michelle Reyes. IFSC: NETT05032, GST: 73GROUP4948Z8."
INS-885632,James Fox,1978-05-06,9212953,Travel,2024-05-21,2026-05-11,18701.74,HHYX69766456096715,JHSZ02923,92GROUP7191Z8,FID-1044,James Fox,"James Fox holds a Travel insurance with policy number 9212953. It was issued on 2024-05-21 and is valid till 2026-05-11. The premium is ₹18701.74. Family ID: FID-1044. Nominee: James Fox. IFSC: JHSZ02923, GST: 92GROUP7191Z8."
INS-216811,Roger Morrison,1966-07-17,3744165,Home,2021-01-20,2025-04-30,20025.6,RINY99416360572564,GKCR06743,35PLC7050Z7,FID-1027,Stacy Simpson,"Roger Morrison holds a Home insurance with policy number 3744165. It was issued on 2021-01-20 and is valid till 2025-04-30. The premium is ₹20025.6. Family ID: FID-1027. Nominee: Stacy Simpson. IFSC: GKCR06743, GST: 35PLC7050Z7."
INS-155327,Alyssa Martin,1997-01-15,5551137,Health,2024-01-24,2025-03-01,15489.76,BYBW14687379373414,UGGF07566,36LLC6312Z1,FID-1010,Belinda Tucker,"Alyssa Martin holds a Health insurance with policy number 5551137. It was issued on 2024-01-24 and is valid till 2025-03-01. The premium is ₹15489.76. Family ID: FID-1010. Nominee: Belinda Tucker. IFSC: UGGF07566, GST: 36LLC6312Z1."
INS-724359,Rodney Garcia,1954-12-03,8128160,Vehicle,2021-11-10,2024-12-18,48107.8,YTZE92366072410230,SXGN03470,89LLC6696Z2,FID-1020,Timothy Kennedy DDS,"Rodney Garcia holds a Vehicle insurance with policy number 8128160. It was issued on 2021-11-10 and is valid till 2024-12-18. The premium is ₹48107.8. Family ID: FID-1020. Nominee: Timothy Kennedy DDS. IFSC: SXGN03470, GST: 89LLC6696Z2."
INS-646239,John Cox,2000-11-03,3943078,Health,2024-08-05,2027-06-28,30713.37,SZEC99118161116011,FLKP08603,69AND S1459Z9,FID-1004,John Cox,"John Cox holds a Health insurance with policy number 3943078. It was issued on 2024-08-05 and is valid till 2027-06-28. The premium is ₹30713.37. Family ID: FID-1004. Nominee: John Cox. IFSC: FLKP08603, GST: 69AND S1459Z9."
INS-632051,Paul Patton,1989-05-04,1965123,Life,2022-04-11,2026-03-19,15879.44,VOAF25462109973551,ZFSS08804,56PLC5601Z3,FID-1017,Angel Wilson,"Paul Patton holds a Life insurance with policy number 1965123. It was issued on 2022-04-11 and is valid till 2026-03-19. The premium is ₹15879.44. Family ID: FID-1017. Nominee: Angel Wilson. IFSC: ZFSS08804, GST: 56PLC5601Z3."
